SeccionCensal;FofM
2411501007;27,86 %
0905905041;27,86 %
2807910212;27,86 %
0103601010;27,86 %
2807910171;27,86 %
0815701004;27,86 %
1917301001;27,86 %
2519401001;27,86 %
2818201001;27,86 %
3302407008;27,86 %
4718608001;27,86 %
1503608002;27,86 %
2512003005;27,86 %
5029706006;27,86 %
3907506010;27,86 %
3304416003;27,86 %
1505301008;27,86 %
2300203001;27,86 %
3727404020;27,86 %
1200201001;27,86 %
3902501005;27,86 %
1814501009;27,86 %
2101702001;27,86 %
1808706016;27,86 %
2701001005;27,86 %
4701001009;27,86 %
3306601017;27,87 %
0103601013;27,87 %
2411502015;27,87 %
3907301006;27,87 %
2808002005;27,87 %
1103205015;27,87 %
0105903028;27,87 %
0105901013;27,87 %
2807913163;27,87 %
4718602012;27,87 %
2807903094;27,87 %
3802303022;27,87 %
4109103042;27,87 %
2807908163;27,87 %
0313901010;27,87 %
2706604002;27,87 %
4109501005;27,87 %
4610506002;27,87 %
3727405001;27,87 %
0602201001;27,87 %
3302407022;27,87 %
0703601007;27,87 %
4618101002;27,87 %
0801908055;27,87 %
4718612002;27,87 %
3908701014;27,87 %
0905905016;27,87 %
2207801001;27,87 %
3300401060;27,87 %
3003002062;27,87 %
4716401001;27,87 %
3727406003;27,87 %
2214101001;27,87 %
2800702010;27,87 %
0507401001;27,87 %
2104102003;27,87 %
0801908043;27,87 %
1501401001;27,87 %
3605001003;27,88 %
4625016024;27,88 %
4109107011;27,88 %
0937201001;27,88 %
3725301001;27,88 %
2807903039;27,88 %
0501906010;27,88 %
3605202003;27,88 %
4802003022;27,88 %
1624201001;27,88 %
3727402017;27,88 %
4802004018;27,88 %
1604101001;27,88 %
4513501001;27,88 %
2414202012;27,88 %
3907508019;27,88 %
4501701001;27,88 %
0105903017;27,88 %
2705704001;27,88 %
4805401009;27,88 %
3901601001;27,88 %
3302408018;27,88 %
3302407006;27,88 %
2807905037;27,88 %
3002801006;27,88 %
3500604003;27,88 %
1501102001;27,88 %
2814801018;27,88 %
2591001001;27,88 %
3205801002;27,88 %
5029704035;27,88 %
3205802002;27,88 %
4516805022;27,88 %
1102005013;27,88 %
0105901017;27,88 %
3302401008;27,88 %
2807920064;27,88 %
0911301001;27,89 %
1101209018;27,89 %
3907502012;27,89 %
4104701007;27,89 %
2006907012;27,89 %
2814401003;27,89 %
1102008001;27,89 %
5029702036;27,89 %
4019401005;27,89 %
0105905037;27,89 %
2203501001;27,89 %
4404401001;27,89 %
2001703002;27,89 %
2807910119;27,89 %
3305801001;27,89 %
4306701001;27,89 %
3300401027;27,89 %
0909301001;27,89 %
2814803006;27,89 %
3804901002;27,89 %
2701602001;27,89 %
4801501008;27,89 %
3903601001;27,89 %
4802001007;27,89 %
3501604012;27,89 %
1101210001;27,89 %
1912301001;27,89 %
3727401009;27,89 %
0608304006;27,89 %
1102006031;27,89 %
2906707072;27,90 %
1018701001;27,90 %
1005601001;27,90 %
2213601001;27,90 %
2513901001;27,90 %
5029710053;27,90 %
3119401001;27,90 %
2807902031;27,90 %
0103601009;27,90 %
2807903076;27,90 %
3714201001;27,90 %
2807916047;27,90 %
3305401001;27,90 %
0820901003;27,90 %
4908401001;27,90 %
4108102016;27,90 %
2606201001;27,90 %
3415501001;27,90 %
3307001004;27,90 %
4808201001;27,90 %
3303701019;27,90 %
3303701017;27,90 %
2807914017;27,90 %
3302409004;27,90 %
2704001001;27,90 %
2906702047;27,90 %
2807908096;27,90 %
2408901006;27,90 %
0800801001;27,90 %
4312304005;27,90 %
1715501009;27,90 %
3908703012;27,91 %
3412601001;27,91 %
1505401002;27,91 %
2411506001;27,91 %
2007201003;27,91 %
3302408002;27,91 %
2807904081;27,91 %
0704002070;27,91 %
2807405016;27,91 %
1506503002;27,91 %
1400402001;27,91 %
2006905001;27,91 %
0921101001;27,91 %
1003704019;27,91 %
1913002014;27,91 %
1507805004;27,91 %
2006907013;27,91 %
2807916070;27,91 %
4803201005;27,91 %
1928701001;27,91 %
0303601001;27,91 %
3300601002;27,91 %
5029704033;27,91 %
4927502010;27,91 %
5003801001;27,91 %
3303107009;27,91 %
3003002012;27,91 %
3203201003;27,91 %
1103801008;27,91 %
2410901001;27,91 %
4207801001;27,91 %
0105905029;27,91 %
2408905009;27,91 %
1212602002;27,92 %
1505301006;27,92 %
2807903097;27,92 %
0830001005;27,92 %
4403701001;27,92 %
5090301001;27,92 %
2906709046;27,92 %
3302401025;27,92 %
0208001001;27,92 %
3304405006;27,92 %
0826801002;27,92 %
1506703001;27,92 %
0801801003;27,92 %
3727403012;27,92 %
5029710041;27,92 %
3208701001;27,92 %
2807910117;27,92 %
3902003002;27,92 %
2809601011;27,92 %
0924601001;27,92 %
3412005009;27,92 %
3800201001;27,92 %
3003001063;27,92 %
3501001001;27,92 %
4927501004;27,92 %
1102004007;27,92 %
2005901004;27,92 %
2301601001;27,92 %
2103701001;27,92 %
1203901001;27,92 %
0501906001;27,92 %
4109106034;27,92 %
2807403018;27,92 %
2702809001;27,92 %
2524201001;27,92 %
2906702010;27,93 %
0301401022;27,93 %
1808707011;27,93 %
2807916089;27,93 %
0905905007;27,93 %
2420901002;27,93 %
4718611025;27,93 %
4211901001;27,93 %
1300501002;27,93 %
5029702025;27,93 %
5029704037;27,93 %
3408001002;27,93 %
4802008024;27,93 %
2408905004;27,93 %
4511002001;27,93 %
4109107016;27,93 %
2408901004;27,93 %
4802001008;27,93 %
0612701002;27,93 %
0520401001;27,93 %
2702203001;27,93 %
2411503007;27,93 %
4902201001;27,93 %
0406701001;27,93 %
0806001001;27,93 %
3302403011;27,93 %
2100702001;27,93 %
4718610043;27,93 %
3704604004;27,93 %
2513401001;27,94 %
3690201001;27,94 %
1006702002;27,94 %
3908101001;27,94 %
1303404009;27,94 %
0501906008;27,94 %
4805403004;27,94 %
0825201025;27,94 %
4109110015;27,94 %
4806601001;27,94 %
4618402007;27,94 %
2807404033;27,94 %
2807902038;27,94 %
2701001004;27,94 %
1008401001;27,94 %
3300401077;27,94 %
4800501001;27,94 %
2802201005;27,94 %
3121701001;27,94 %
3302407013;27,94 %
1504901001;27,94 %
1309801001;27,94 %
3901603001;27,94 %
3909101002;27,94 %
0812103010;27,94 %
2807908132;27,94 %
2807908059;27,94 %
1506401003;27,94 %
1501901021;27,95 %
0306502012;27,95 %
3124001001;27,95 %
4804403023;27,95 %
3412004002;27,95 %
2801303008;27,95 %
3306004003;27,95 %
3003003040;27,95 %
3412001005;27,95 %
5001101001;27,95 %
3712901001;27,95 %
1715202003;27,95 %
2908501001;27,95 %
0828201003;27,95 %
2007401001;27,95 %
1808702034;27,95 %
4806902003;27,95 %
1620401001;27,95 %
3501602009;27,95 %
0301408017;27,95 %
1712801001;27,95 %
2800704028;27,95 %
3205401004;27,95 %
0200601001;27,95 %
1503607009;27,95 %
2812701007;27,95 %
1011202001;27,95 %
2800703009;27,95 %
0827002010;27,96 %
1402105003;27,96 %
2813401039;27,96 %
1008702001;27,96 %
2005501003;27,96 %
4517201001;27,96 %
3003002055;27,96 %
0406401002;27,96 %
2006904018;27,96 %
1503007026;27,96 %
0306604003;27,96 %
4017601001;27,96 %
3100101001;27,96 %
4718602014;27,96 %
1505301004;27,96 %
4302501001;27,96 %
1607803006;27,96 %
3302406004;27,96 %
4518601002;27,96 %
4103805009;27,96 %
0808701001;27,96 %
2807917086;27,96 %
2005504002;27,96 %
3306601008;27,96 %
0926101001;27,96 %
1502902002;27,96 %
2807920096;27,96 %
2811501018;27,96 %
3603802013;27,96 %
3907502017;27,96 %
3727404004;27,97 %
2807905090;27,97 %
1508702001;27,97 %
4902103002;27,97 %
2807914088;27,97 %
0823801002;27,97 %
1305001001;27,97 %
4718610044;27,97 %
3908701004;27,97 %
0104101001;27,97 %
5029703012;27,97 %
3302401018;27,97 %
4802007001;27,97 %
0823501001;27,97 %
4109102002;27,97 %
0612402001;27,97 %
3907508022;27,97 %
3910201001;27,97 %
4008601001;27,97 %
2306502001;27,98 %
1803201001;27,98 %
3304410016;27,98 %
2201301001;27,98 %
2701001002;27,98 %
0304601001;27,98 %
3702701001;27,98 %
4109108005;27,98 %
4109109009;27,98 %
4807803003;27,98 %
3302403018;27,98 %
5029702024;27,98 %
2104107019;27,98 %
3908701006;27,98 %
2801001005;27,98 %
3603802010;27,98 %
2807906064;27,98 %
2212506001;27,98 %
1609401001;27,98 %
3704603001;27,98 %
1913801001;27,98 %
3001501014;27,98 %
4625011012;27,98 %
0105905022;27,98 %
2205801001;27,98 %
4803101001;27,99 %
2000901005;27,99 %
0203101001;27,99 %
1913002007;27,99 %
3603805002;27,99 %
2906702044;27,99 %
5029710068;27,99 %
0602001001;27,99 %
4109109053;27,99 %
1701001001;27,99 %
3302501006;27,99 %
2807912001;27,99 %
0807201007;27,99 %
2402101001;27,99 %
0807801001;27,99 %
2223301001;27,99 %
2408910004;27,99 %
3907503010;27,99 %
2006902001;27,99 %
2811501020;27,99 %
3300401023;27,99 %
4109301009;27,99 %
2004503011;27,99 %
3417601001;27,99 %
3417801001;27,99 %
5029705012;27,99 %
4109105022;27,99 %
4620601001;27,99 %
0830503004;27,99 %
3304408013;27,99 %
0826401004;27,99 %
2512006005;27,99 %
2103101001;27,99 %
2800702005;27,99 %
3601701004;27,99 %
2611101001;27,99 %
3003101001;27,99 %
0816903012;27,99 %
2415401001;28,00 %
2202101001;28,00 %
4614702007;28,00 %
0309907004;28,00 %
3302406011;28,00 %
2813401033;28,00 %
2990401001;28,00 %
2701901006;28,00 %
0201901001;28,00 %
2003002003;28,00 %
2006001001;28,00 %
2809202039;28,00 %
4411801001;28,00 %
3305401002;28,00 %
2607102002;28,00 %
0500801001;28,00 %
1210101001;28,00 %
2807913212;28,00 %
1507305002;28,00 %
2220501001;28,00 %
3907507019;28,00 %
4927502016;28,00 %
1509203003;28,00 %
1014801005;28,00 %
0200101001;28,00 %
0801907099;28,00 %
3727405018;28,01 %
1402101006;28,01 %
1101204006;28,01 %
2807407002;28,01 %
2607104002;28,01 %
0905909013;28,01 %
0801910131;28,01 %
0801903037;28,01 %
0933801001;28,01 %
0801910098;28,01 %
3304411005;28,01 %
1101201006;28,01 %
4807901001;28,01 %
0313701001;28,01 %
5029706011;28,01 %
0905909008;28,01 %
1704101001;28,01 %
2903201004;28,01 %
0105901039;28,01 %
3001501020;28,01 %
0200301016;28,01 %
1102101002;28,01 %
3601701003;28,01 %
1505802004;28,01 %
5029710052;28,01 %
5029709003;28,01 %
4802004022;28,01 %
2807917076;28,01 %
2806504005;28,01 %
0905909021;28,01 %
4314701001;28,02 %
2408904010;28,02 %
4010001001;28,02 %
2811501010;28,02 %
4802006018;28,02 %
4001201001;28,02 %
2812301006;28,02 %
1506101002;28,02 %
3205201001;28,02 %
1619601001;28,02 %
1503606011;28,02 %
4804401009;28,02 %
1627901001;28,02 %
4625013010;28,02 %
3002701031;28,02 %
3901401001;28,02 %
3304407005;28,02 %
4500501001;28,02 %
3803810004;28,02 %
1808703027;28,02 %
1402102040;28,02 %
2212503005;28,02 %
1020303001;28,02 %
0301401009;28,02 %
1603301001;28,02 %
3003003042;28,02 %
2208001001;28,02 %
0830102005;28,02 %
2811302009;28,02 %
2002001001;28,02 %
2006902004;28,03 %
0490101001;28,03 %
4718609007;28,03 %
3303501007;28,03 %
0301407006;28,03 %
3300203001;28,03 %
4690301003;28,03 %
2107801001;28,03 %
2512004017;28,03 %
4621601003;28,03 %
4104701005;28,03 %
2290401001;28,03 %
2800702027;28,03 %
4718608023;28,03 %
2421001001;28,03 %
3303301003;28,03 %
4804403017;28,03 %
0310404006;28,03 %
2906710036;28,03 %
2591101001;28,03 %
0306505006;28,03 %
1807401001;28,03 %
4806902002;28,03 %
2807916027;28,03 %
4804402023;28,03 %
0309302004;28,03 %
2007402001;28,03 %
0812503004;28,03 %
1802001002;28,03 %
2416701001;28,03 %
1506201001;28,03 %
3304412003;28,03 %
0402801001;28,03 %
4516807010;28,03 %
2608905007;28,03 %
2800505006;28,03 %
0703602015;28,03 %
2400801001;28,04 %
4508201002;28,04 %
1507704001;28,04 %
3303401004;28,04 %
2900401001;28,04 %
1804501001;28,04 %
3120103002;28,04 %
2816101019;28,04 %
0301201001;28,04 %
1502301001;28,04 %
3307301004;28,04 %
2909101002;28,04 %
2700201001;28,04 %
4625008042;28,04 %
1817801001;28,04 %
2800703012;28,04 %
2209601001;28,04 %
1508601001;28,04 %
2418701001;28,04 %
3002701047;28,04 %
4802006012;28,04 %
1500101002;28,05 %
3605707032;28,05 %
2807914074;28,05 %
3115501001;28,05 %
1502001001;28,05 %
0501904003;28,05 %
4109505007;28,05 %
0812103014;28,05 %
3304401003;28,05 %
1504301001;28,05 %
2204201001;28,05 %
2106501001;28,05 %
2224901001;28,05 %
2807920106;28,05 %
2807915066;28,05 %
4802004012;28,05 %
4718608014;28,05 %
2006907011;28,05 %
0404502001;28,05 %
0405601001;28,05 %
4424101001;28,05 %
0821107001;28,05 %
1014801002;28,05 %
2809203020;28,05 %
3502501001;28,05 %
2408902001;28,05 %
2807908159;28,05 %
4801305002;28,05 %
3412007019;28,05 %
2804903003;28,05 %
1927201001;28,05 %
1503004014;28,06 %
3202602001;28,06 %
4718602005;28,06 %
4808401003;28,06 %
2807911031;28,06 %
1018201001;28,06 %
3412301001;28,06 %
1501702003;28,06 %
3304101001;28,06 %
5029707001;28,06 %
2807920113;28,06 %
3602501001;28,06 %
4206901001;28,06 %
2608904019;28,06 %
1505501004;28,06 %
2702201001;28,06 %
0611401001;28,06 %
3490101001;28,06 %
1611202001;28,06 %
4624001001;28,06 %
2212503003;28,06 %
2702001001;28,06 %
2813401043;28,06 %
1309302001;28,06 %
1624401001;28,06 %
4718606015;28,06 %
1913004003;28,06 %
2419801001;28,06 %
3408301002;28,06 %
2807909006;28,06 %
3303401001;28,06 %
2807917104;28,06 %
2807910090;28,06 %
3601801002;28,06 %
3204801001;28,06 %
3003002032;28,06 %
0925101001;28,06 %
3302407012;28,06 %
3500801002;28,06 %
3907504013;28,06 %
2201801001;28,06 %
3208101002;28,07 %
5013601001;28,07 %
4804403001;28,07 %
4801304008;28,07 %
3603402001;28,07 %
3605203001;28,07 %
2812901006;28,07 %
3501604043;28,07 %
5006702004;28,07 %
4718611018;28,07 %
0822801001;28,07 %
0931201001;28,07 %
0301404026;28,07 %
3200301001;28,07 %
1017801001;28,07 %
2700101001;28,07 %
5004501002;28,07 %
3307201001;28,07 %
3908301001;28,07 %
2807910178;28,07 %
3306401001;28,07 %
4503701001;28,07 %
2807910159;28,07 %
3209001001;28,07 %
4306201001;28,07 %
2807405005;28,07 %
4807804004;28,07 %
3302405007;28,07 %
0921903001;28,08 %
4927504003;28,08 %
3908702006;28,08 %
3306601010;28,08 %
0409601001;28,08 %
2408907006;28,08 %
5029704014;28,08 %
4718604014;28,08 %
1004601001;28,08 %
2408904009;28,08 %
4926001001;28,08 %
4718604008;28,08 %
1213001001;28,08 %
2807915167;28,08 %
4420501001;28,08 %
2807914084;28,08 %
2213001002;28,08 %
4902901001;28,09 %
2817601002;28,09 %
2807904079;28,09 %
4611601005;28,09 %
4602801001;28,09 %
4709701001;28,09 %
0939601001;28,09 %
4803801001;28,09 %
5008101001;28,09 %
4300801001;28,09 %
4718601003;28,09 %
2003601007;28,09 %
2800901001;28,09 %
2905201001;28,09 %
3303404001;28,09 %
1700301001;28,09 %
4911901001;28,09 %
0810105021;28,09 %
4625007032;28,09 %
1507502002;28,09 %
3907508027;28,09 %
3302401010;28,09 %
3907101001;28,09 %
1302201001;28,09 %
2811501006;28,09 %
3200901004;28,09 %
3300401051;28,09 %
4804403022;28,09 %
2806503015;28,09 %
3908701011;28,09 %
2202801001;28,09 %
0830102003;28,09 %
0104601001;28,09 %
3902401001;28,09 %
1503501001;28,09 %
0941201001;28,09 %
4625009035;28,09 %
3306701001;28,09 %
4621303003;28,09 %
0501903002;28,09 %
5018301001;28,09 %
2401401006;28,09 %
4619401008;28,09 %
0607101001;28,09 %
0511401001;28,09 %
1905301001;28,09 %
1018501001;28,09 %
1402106034;28,10 %
3302601005;28,10 %
1607803002;28,10 %
2513801001;28,10 %
3307603001;28,10 %
3734101001;28,10 %
4109301010;28,10 %
4718608002;28,10 %
2906708054;28,10 %
2608904001;28,10 %
4802006027;28,10 %
3303107012;28,10 %
3601501002;28,10 %
3500901011;28,10 %
0916801001;28,10 %
1016601001;28,10 %
4505701001;28,10 %
3108001001;28,10 %
1003201001;28,10 %
2807914042;28,10 %
1011101002;28,10 %
5029705018;28,10 %
0921601001;28,10 %
1808703036;28,10 %
3730001001;28,10 %
2814802016;28,10 %
0100801001;28,10 %
3302409002;28,10 %
2800704008;28,10 %
3107501001;28,10 %
4718602006;28,10 %
3304901003;28,10 %
1302501001;28,11 %
3302001010;28,11 %
1503601001;28,11 %
1300401002;28,11 %
2790101001;28,11 %
2204101001;28,11 %
0304001001;28,11 %
1307301001;28,11 %
1806401001;28,11 %
2408906015;28,11 %
1809601001;28,11 %
2806801007;28,11 %
1211101001;28,11 %
0905908008;28,11 %
2800703018;28,11 %
4718606037;28,11 %
2701401003;28,11 %
3727402013;28,11 %
3208501005;28,11 %
1505201005;28,11 %
2418501001;28,11 %
3605704011;28,11 %
1710201001;28,11 %
3305601003;28,11 %
4109109028;28,11 %
4303201001;28,11 %
3303601011;28,11 %
1905801004;28,12 %
3208702001;28,12 %
3907507006;28,12 %
5029709025;28,12 %
4718604036;28,12 %
0310404007;28,12 %
3304411003;28,12 %
1813502001;28,12 %
3120106013;28,12 %
2003004004;28,12 %
4718609004;28,12 %
1003704025;28,12 %
4507201001;28,12 %
4718612004;28,12 %
3120102005;28,12 %
5029702052;28,12 %
0820505001;28,12 %
3302408007;28,12 %
2521801001;28,12 %
4808001006;28,12 %
0201601001;28,12 %
2006906023;28,12 %
4807102001;28,12 %
2811501031;28,12 %
4312309001;28,12 %
2004502007;28,12 %
2408902005;28,12 %
3303801003;28,12 %
4709301001;28,12 %
4917101001;28,12 %
4618402005;28,12 %
4103805016;28,12 %
4314807014;28,12 %
1713801001;28,12 %
1900601001;28,12 %
0200302016;28,13 %
3412005010;28,13 %
4109102048;28,13 %
4625009036;28,13 %
4109108012;28,13 %
2405601002;28,13 %
3304403004;28,13 %
2500201001;28,13 %
3400403001;28,13 %
0405801001;28,13 %
2104108016;28,13 %
2902101001;28,13 %
3412007010;28,13 %
2800704007;28,13 %
3727405003;28,13 %
3304406014;28,13 %
2804501022;28,13 %
1102003013;28,13 %
0801903065;28,13 %
5029706033;28,13 %
2901501010;28,13 %
1018101001;28,14 %
2890301013;28,14 %
2807913183;28,14 %
0300401001;28,14 %
4927502017;28,14 %
2411502013;28,14 %
3304402002;28,14 %
3907505015;28,14 %
2807914090;28,14 %
2418101002;28,14 %
3907507007;28,14 %
3304402009;28,14 %
1808707028;28,14 %
1809801005;28,14 %
1019502001;28,14 %
2007701001;28,14 %
0300905001;28,14 %
3909901001;28,14 %
3900101003;28,14 %
4624404003;28,14 %
3727403004;28,14 %
4625005017;28,14 %
5024101001;28,14 %
2807910121;28,14 %
4315101001;28,14 %
2807916017;28,14 %
3120108006;28,14 %
0105902035;28,14 %
0310203002;28,14 %
2209901001;28,14 %
0303801001;28,15 %
3412004001;28,15 %
3302401024;28,15 %
2503201001;28,15 %
4802008003;28,15 %
4718611016;28,15 %
1503003003;28,15 %
2520601001;28,15 %
3120104025;28,15 %
3300202002;28,15 %
4718611006;28,15 %
2208201001;28,15 %
2608903004;28,15 %
1013201001;28,15 %
4804403010;28,15 %
1590201002;28,15 %
1605501001;28,15 %
2807910014;28,15 %
3907505009;28,15 %
4716101002;28,15 %
4704501001;28,15 %
1501501002;28,15 %
2519101001;28,15 %
3727403003;28,15 %
4801305006;28,15 %
4511301002;28,16 %
0301401006;28,16 %
3302401014;28,16 %
2507301001;28,16 %
2402801001;28,16 %
4802007013;28,16 %
3704603003;28,16 %
0301404037;28,16 %
0823801006;28,16 %
4100404018;28,16 %
5011701001;28,16 %
1500401001;28,16 %
0603602002;28,16 %
0307601007;28,16 %
2508201001;28,16 %
3717201001;28,16 %
1102006037;28,16 %
1508501002;28,16 %
4421602002;28,16 %
2701501001;28,16 %
2613601001;28,16 %
3907506013;28,16 %
4910301001;28,16 %
3302409013;28,16 %
0810106018;28,16 %
0810105035;28,16 %
1707905001;28,16 %
4710501001;28,16 %
2807405014;28,16 %
0826601007;28,16 %
4214901001;28,17 %
4604601001;28,17 %
3304406007;28,17 %
2813401035;28,17 %
0511402001;28,17 %
3708201001;28,17 %
2403001003;28,17 %
0101101001;28,17 %
2702701002;28,17 %
3726701001;28,17 %
2807916018;28,17 %
1003702007;28,17 %
3302407048;28,17 %
1913002010;28,17 %
5029710080;28,17 %
4109109008;28,17 %
2420202001;28,17 %
0105904018;28,17 %
1309303001;28,17 %
0928901001;28,17 %
3303301006;28,17 %
4003001001;28,17 %
0301403018;28,18 %
0403001001;28,18 %
4302301001;28,18 %
1604301001;28,18 %
4103901009;28,18 %
5011901001;28,18 %
4912101001;28,18 %
3601502001;28,18 %
0807303009;28,18 %
0812106013;28,18 %
2807914072;28,18 %
2200601001;28,18 %
1615701001;28,18 %
0800101003;28,18 %
1503601002;28,18 %
4109103037;28,18 %
3412004004;28,18 %
3206001001;28,18 %
2408902009;28,18 %
3306001002;28,18 %
4804403002;28,18 %
3109702006;28,18 %
2803901001;28,18 %
1705401001;28,18 %
4304201002;28,18 %
3303801001;28,18 %
3122701001;28,19 %
4802005043;28,19 %
0824401004;28,19 %
3731601001;28,19 %
0606701003;28,19 %
3727402002;28,19 %
1402110042;28,19 %
2211701003;28,19 %
2007102002;28,19 %
1001501001;28,19 %
1502102002;28,19 %
0405701001;28,19 %
3901602002;28,19 %
0905909023;28,19 %
0801909028;28,19 %
2408903010;28,19 %
1204301001;28,19 %
2405701001;28,19 %
3002701053;28,19 %
4718604001;28,19 %
0105904024;28,19 %
2219001001;28,19 %
4408001001;28,19 %
2800702026;28,19 %
2006902007;28,19 %
2411504001;28,19 %
1003704021;28,19 %
1505501003;28,19 %
5029703077;28,19 %
4109103040;28,20 %
1102704002;28,20 %
2807914010;28,20 %
0511501001;28,20 %
0207001001;28,20 %
0821101004;28,20 %
2800601053;28,20 %
3704602001;28,20 %
0525401001;28,20 %
2701801002;28,20 %
2807914063;28,20 %
4718605004;28,20 %
5029710056;28,20 %
2811502011;28,20 %
1614201001;28,20 %
2408907013;28,20 %
2220701001;28,20 %
2806504031;28,20 %
1403901003;28,21 %
2805806001;28,21 %
1102304001;28,21 %
2412901001;28,21 %
2907901003;28,21 %
4513201002;28,21 %
3306601009;28,21 %
0501403001;28,21 %
3202601001;28,21 %
2800702031;28,21 %
4805702002;28,21 %
2408903019;28,21 %
3301001002;28,21 %
1618901001;28,21 %
2502401001;28,21 %
0820501019;28,21 %
3727403016;28,21 %
0801908062;28,21 %
0802401001;28,21 %
1808707027;28,21 %
2211001001;28,21 %
4109110023;28,21 %
2216501001;28,21 %
5029709024;28,21 %
1610001001;28,21 %
0901803007;28,21 %
2702601001;28,21 %
0608304009;28,21 %
0905909037;28,21 %
2706603001;28,21 %
2216201001;28,22 %
0309908001;28,22 %
3301901001;28,22 %
3301403001;28,22 %
1507806004;28,22 %
3907508018;28,22 %
2802201002;28,22 %
4802001033;28,22 %
3120501001;28,22 %
1501702004;28,22 %
1406401001;28,22 %
2807903040;28,22 %
2408301001;28,22 %
3003001024;28,22 %
4804402013;28,22 %
2905401024;28,22 %
4718606034;28,22 %
1007001001;28,22 %
2902201001;28,22 %
0823001006;28,22 %
2007701004;28,23 %
4101701006;28,23 %
0890301001;28,23 %
1505201002;28,23 %
4314803003;28,23 %
4718605002;28,23 %
1808702022;28,23 %
3304901008;28,23 %
3412004006;28,23 %
4705701001;28,23 %
0190201001;28,23 %
3907502019;28,23 %
4021901001;28,23 %
1817301001;28,23 %
0601509031;28,23 %
1715701001;28,23 %
1503502002;28,23 %
1404902004;28,23 %
3905901001;28,23 %
1719401001;28,23 %
2503101001;28,23 %
2804902017;28,23 %
4805401007;28,23 %
3402901001;28,23 %
2608903020;28,23 %
1624301001;28,23 %
0102701001;28,24 %
3301601001;28,24 %
1804602002;28,24 %
0821701010;28,24 %
3727406009;28,24 %
4614401001;28,24 %
0510901001;28,24 %
4109105017;28,24 %
0304702002;28,24 %
2411401001;28,24 %
1205901001;28,24 %
2807401013;28,24 %
1500102002;28,24 %
1020201001;28,24 %
0105904009;28,24 %
4625007031;28,24 %
2807914079;28,24 %
3300401042;28,24 %
4022301001;28,24 %
4518502001;28,24 %
1402106040;28,24 %
1402101026;28,24 %
0801507030;28,24 %
3601705001;28,24 %
0825201023;28,24 %
0207601001;28,24 %
2506401001;28,24 %
2213501001;28,24 %
1508601005;28,24 %
4103904005;28,24 %
0309902006;28,24 %
4802008022;28,25 %
0312203009;28,25 %
4718610041;28,25 %
1501901015;28,25 %
0807901001;28,25 %
4807801003;28,25 %
2007401005;28,25 %
1101210011;28,25 %
2225201001;28,25 %
3305601001;28,25 %
4402101001;28,25 %
4908102001;28,25 %
0819501001;28,25 %
3727401012;28,25 %
1014802001;28,25 %
4802004002;28,25 %
2101201001;28,25 %
2390101001;28,25 %
4623503001;28,25 %
3101601006;28,25 %
4520201002;28,26 %
0801903026;28,26 %
2800704026;28,26 %
3207901002;28,26 %
1101210009;28,26 %
0313601001;28,26 %
1204004014;28,26 %
4602101015;28,26 %
0703602012;28,26 %
1304501001;28,26 %
2806502021;28,26 %
1504701003;28,26 %
0207202001;28,26 %
0818701026;28,26 %
1402106042;28,26 %
0516301002;28,26 %
3714401001;28,26 %
2005502004;28,26 %
3690201002;28,26 %
1305701002;28,26 %
1808707030;28,26 %
0105903004;28,26 %
2906709076;28,26 %
0201901003;28,26 %
5029702045;28,26 %
2003101001;28,26 %
0501906014;28,26 %
1503608009;28,26 %
3303601006;28,26 %
2408906016;28,26 %
1808702024;28,26 %
1500601005;28,26 %
4609401010;28,27 %
3304401008;28,27 %
0301403029;28,27 %
2221301003;28,27 %
4718611014;28,27 %
3412003001;28,27 %
3200101002;28,27 %
2302803001;28,27 %
0905905028;28,27 %
2804902006;28,27 %
1720101001;28,27 %
2212506002;28,27 %
3412005003;28,27 %
0301401023;28,27 %
3501604078;28,27 %
3907503011;28,27 %
3726901001;28,27 %
4624701001;28,27 %
2308802002;28,27 %
1303201001;28,27 %
2800703025;28,27 %
2890301011;28,27 %
3306004005;28,27 %
0944201001;28,27 %
0513201001;28,28 %
3401001001;28,28 %
2007102005;28,28 %
4109107047;28,28 %
3708101001;28,28 %
3601901002;28,28 %
2300401001;28,28 %
4316303010;28,28 %
4713801001;28,28 %
1916201001;28,28 %
3303105003;28,28 %
2400801002;28,28 %
3304407008;28,28 %
4802001016;28,28 %
4516502014;28,28 %
3412003004;28,28 %
4607501001;28,28 %
1102301001;28,28 %
0409001001;28,28 %
1904601001;28,28 %
3302409007;28,28 %
2800502031;28,28 %
2704001004;28,28 %
1309801002;28,28 %
4720701001;28,28 %
3304416001;28,28 %
3112401001;28,28 %
2703103002;28,29 %
4805101001;28,29 %
0801509020;28,29 %
1300902001;28,29 %
0105301001;28,29 %
1101209002;28,29 %
1707601001;28,29 %
0820501020;28,29 %
2107101001;28,29 %
4801502017;28,29 %
3907504004;28,29 %
4100404031;28,29 %
2006905010;28,29 %
4109102038;28,29 %
1012901001;28,29 %
2103901001;28,29 %
3727402012;28,29 %
1206101001;28,29 %
3900701001;28,29 %
0608601002;28,29 %
0607501001;28,29 %
2411401002;28,29 %
4109107027;28,29 %
1102006047;28,29 %
4216201001;28,29 %
4927505007;28,29 %
1503005022;28,29 %
0101601001;28,29 %
3201001001;28,30 %
3727403008;28,30 %
2906710073;28,30 %
